,FullGeoName,Year,Travel status,County,Count,Legend,Notes,LegendInts
572,"VA, Lynchburg City",2010 - 2023,All,51680,1 to 4,1 to 4,"VA, Lynchburg, City of",4
573,"VA, Manassas City",2010 - 2023,All,51683,1 to 4,1 to 4,"VA, Manassas, City of",4
574,"VA, Newport News City",2010 - 2023,All,51700,1 to 4,1 to 4,"VA, Newport News, City of",4
575,"VA, Norfolk City",2010 - 2023,All,51710,1 to 4,1 to 4,"VA, Norfolk, City of",4
576,"VA, Richmond City",2010 - 2023,All,51760,1 to 4,1 to 4,"VA, Richmond, City of",4
577,"VA, Roanoke City",2010 - 2023,All,51770,1 to 4,1 to 4,"VA, Roanoke, City of",4
578,"VA, Williamsburg City",2010 - 2023,All,51830,1 to 4,1 to 4,"VA, Williamsburg, City of",4
579,"VA, Winchester City",2010 - 2023,All,51840,1 to 4,1 to 4,"VA, Winchester, City of",4
580,"WA, Benton",2010 - 2023,All,53005,1 to 4,1 to 4,"WA, Benton County",4
581,"WA, Chelan",2010 - 2023,All,53007,1 to 4,1 to 4,"WA, Chelan County",4
582,"WA, Clallam",2010 - 2023,All,53009,1 to 4,1 to 4,"WA, Clallam County",4
583,"WA, Franklin",2010 - 2023,All,53021,1 to 4,1 to 4,"WA, Franklin County",4
584,"WA, Island",2010 - 2023,All,53029,1 to 4,1 to 4,"WA, Island County",4
585,"WA, San Juan",2010 - 2023,All,53055,1 to 4,1 to 4,"WA, San Juan County",4
586,"WA, Stevens",2010 - 2023,All,53065,1 to 4,1 to 4,"WA, Stevens County",4
587,"WA, Walla Walla",2010 - 2023,All,53071,1 to 4,1 to 4,"WA, Walla Walla County",4
588,"WA, Whatcom",2010 - 2023,All,53073,1 to 4,1 to 4,"WA, Whatcom County",4
589,"WV, Fayette",2010 - 2023,All,54019,1 to 4,1 to 4,"WV, Fayette County",4
590,"WV, Hampshire",2010 - 2023,All,54027,1 to 4,1 to 4,"WV, Hampshire County",4
591,"WV, Kanawha",2010 - 2023,All,54039,1 to 4,1 to 4,"WV, Kanawha County",4
592,"WV, Monongalia",2010 - 2023,All,54061,1 to 4,1 to 4,"WV, Monongalia County",4
593,"WV, Randolph",2010 - 2023,All,54083,1 to 4,1 to 4,"WV, Randolph County",4
594,"WV, Tyler",2010 - 2023,All,54095,1 to 4,1 to 4,"WV, Tyler County",4
595,"WV, Wood",2010 - 2023,All,54107,1 to 4,1 to 4,"WV, Wood County",4
596,"WI, Bayfield",2010 - 2023,All,55007,1 to 4,1 to 4,"WI, Bayfield County",4
597,"WI, Brown",2010 - 2023,All,55009,1 to 4,1 to 4,"WI, Brown County",4
598,"WI, Clark",2010 - 2023,All,55019,1 to 4,1 to 4,"WI, Clark County",4
599,"WI, Columbia",2010 - 2023,All,55021,1 to 4,1 to 4,"WI, Columbia County",4
600,"WI, Door",2010 - 2023,All,55029,1 to 4,1 to 4,"WI, Door County",4
601,"WI, Douglas",2010 - 2023,All,55031,1 to 4,1 to 4,"WI, Douglas County",4
602,"WI, Eau Claire",2010 - 2023,All,55035,1 to 4,1 to 4,"WI, Eau Claire County",4
603,"WI, Green",2010 - 2023,All,55045,1 to 4,1 to 4,"WI, Green County",4
604,"WI, Juneau",2010 - 2023,All,55057,1 to 4,1 to 4,"WI, Juneau County",4
605,"WI, Kenosha",2010 - 2023,All,55059,1 to 4,1 to 4,"WI, Kenosha County",4
606,"WI, La Crosse",2010 - 2023,All,55063,1 to 4,1 to 4,"WI, La Crosse County",4
607,"WI, Lafayette",2010 - 2023,All,55065,1 to 4,1 to 4,"WI, Lafayette County",4
608,"WI, Marathon",2010 - 2023,All,55073,1 to 4,1 to 4,"WI, Marathon County",4
609,"WI, Monroe",2010 - 2023,All,55081,1 to 4,1 to 4,"WI, Monroe County",4
610,"WI, Oneida",2010 - 2023,All,55085,1 to 4,1 to 4,"WI, Oneida County",4
611,"WI, Ozaukee",2010 - 2023,All,55089,1 to 4,1 to 4,"WI, Ozaukee County",4
612,"WI, Polk",2010 - 2023,All,55095,1 to 4,1 to 4,"WI, Polk County",4
613,"WI, Portage",2010 - 2023,All,55097,1 to 4,1 to 4,"WI, Portage County",4
614,"WI, Racine",2010 - 2023,All,55101,1 to 4,1 to 4,"WI, Racine County",4
615,"WI, Richland",2010 - 2023,All,55103,1 to 4,1 to 4,"WI, Richland County",4
616,"WI, Rock",2010 - 2023,All,55105,1 to 4,1 to 4,"WI, Rock County",4
617,"WI, St Croix",2010 - 2023,All,55109,1 to 4,1 to 4,"WI, St. Croix County",4
618,"WI, Sauk",2010 - 2023,All,55111,1 to 4,1 to 4,"WI, Sauk County",4
619,"WI, Shawano",2010 - 2023,All,55115,1 to 4,1 to 4,"WI, Shawano County",4
620,"WI, Sheboygan",2010 - 2023,All,55117,1 to 4,1 to 4,"WI, Sheboygan County",4
621,"WI, Washburn",2010 - 2023,All,55129,1 to 4,1 to 4,"WI, Washburn County",4
622,"WI, Washington",2010 - 2023,All,55131,1 to 4,1 to 4,"WI, Washington County",4
623,"WI, Winnebago",2010 - 2023,All,55139,1 to 4,1 to 4,"WI, Winnebago County",4
624,"WY, Big Horn",2010 - 2023,All,56003,1 to 4,1 to 4,"WY, Big Horn County",4
625,"WY, Laramie",2010 - 2023,All,56021,1 to 4,1 to 4,"WY, Laramie County",4
626,"AS, Olosega",2010 - 2023,All,60020,1 to 4,1 to 4,"AS, Manu'a District",4
627,,2010 - 2023,All,68190,1 to 4,1 to 4,"MH, Majuro",4
628,"MP, Saipan",2010 - 2023,All,69110,1 to 4,1 to 4,"MP, Saipan Municipality",4
629,,2010 - 2023,All,70999,1 to 4,1 to 4,"NY, Unk",4
630,"AL, Jefferson",2010 - 2023,All,1073,13,5 to 49,"AL, Jefferson County",49
631,"AL, Madison",2010 - 2023,All,1089,8,5 to 49,"AL, Madison County",49
632,"AL, Montgomery",2010 - 2023,All,1101,5,5 to 49,"AL, Montgomery County",49
633,"AK, Anchorage Muny",2010 - 2023,All,2020,11,5 to 49,"AK, Anchorage, Municipality of",49
634,AK,2010 - 2023,All,2999,9,5 to 49,"AK, Alaska",49
635,"AZ, Pima",2010 - 2023,All,4019,25,5 to 49,"AZ, Pima County",49
636,"AZ, Pinal",2010 - 2023,All,4021,8,5 to 49,"AZ, Pinal County",49
637,"AR, Benton",2010 - 2023,All,5007,5,5 to 49,"AR, Benton County",49
638,"AR, Washington",2010 - 2023,All,5143,8,5 to 49,"AR, Washington County",49
639,"CA, Butte",2010 - 2023,All,6007,6,5 to 49,"CA, Butte County",49
640,"CA, El Dorado",2010 - 2023,All,6017,5,5 to 49,"CA, El Dorado County",49
641,"CA, Fresno",2010 - 2023,All,6019,25,5 to 49,"CA, Fresno County",49
642,"CA, Imperial",2010 - 2023,All,6025,5,5 to 49,"CA, Imperial County",49
643,"CA, Kern",2010 - 2023,All,6029,19,5 to 49,"CA, Kern County",49
644,"CA, Marin",2010 - 2023,All,6041,17,5 to 49,"CA, Marin County",49
645,"CA, Monterey",2010 - 2023,All,6053,11,5 to 49,"CA, Monterey County",49
646,"CA, Napa",2010 - 2023,All,6055,8,5 to 49,"CA, Napa County",49
647,"CA, Placer",2010 - 2023,All,6061,13,5 to 49,"CA, Placer County",49
648,"CA, Riverside",2010 - 2023,All,6065,41,5 to 49,"CA, Riverside County",49
649,"CA, Sacramento",2010 - 2023,All,6067,43,5 to 49,"CA, Sacramento County",49
650,"CA, San Bernardino",2010 - 2023,All,6071,37,5 to 49,"CA, San Bernardino County",49
651,"CA, San Joaquin",2010 - 2023,All,6077,18,5 to 49,"CA, San Joaquin County",49
652,"CA, San Luis Obispo",2010 - 2023,All,6079,15,5 to 49,"CA, San Luis Obispo County",49
653,"CA, Santa Barbara",2010 - 2023,All,6083,21,5 to 49,"CA, Santa Barbara County",49
654,"CA, Santa Cruz",2010 - 2023,All,6087,13,5 to 49,"CA, Santa Cruz County",49
655,"CA, Solano",2010 - 2023,All,6095,18,5 to 49,"CA, Solano County",49
656,"CA, Sonoma",2010 - 2023,All,6097,29,5 to 49,"CA, Sonoma County",49
657,"CA, Stanislaus",2010 - 2023,All,6099,17,5 to 49,"CA, Stanislaus County",49
658,"CA, Tulare",2010 - 2023,All,6107,8,5 to 49,"CA, Tulare County",49
659,"CA, Ventura",2010 - 2023,All,6111,24,5 to 49,"CA, Ventura County",49
660,"CA, Yolo",2010 - 2023,All,6113,18,5 to 49,"CA, Yolo County",49
661,"CO, Arapahoe",2010 - 2023,All,8005,18,5 to 49,"CO, Arapahoe County",49
662,"CO, Boulder",2010 - 2023,All,8013,16,5 to 49,"CO, Boulder County",49
663,"CO, Denver",2010 - 2023,All,8031,20,5 to 49,"CO, Denver, City and County of",49
664,"CO, Douglas",2010 - 2023,All,8035,13,5 to 49,"CO, Douglas County",49
665,"CO, Eagle",2010 - 2023,All,8037,5,5 to 49,"CO, Eagle County",49
666,"CO, El Paso",2010 - 2023,All,8041,11,5 to 49,"CO, El Paso County",49
667,"CO, Garfield",2010 - 2023,All,8045,5,5 to 49,"CO, Garfield County",49
668,"CO, Jefferson",2010 - 2023,All,8059,16,5 to 49,"CO, Jefferson County",49
669,"CO, Larimer",2010 - 2023,All,8069,9,5 to 49,"CO, Larimer County",49
670,"CO, Weld",2010 - 2023,All,8123,5,5 to 49,"CO, Weld County",49
671,"CT, Fairfield",2010 - 2023,All,9001,31,5 to 49,"CT, Fairfield County",49
672,"CT, Hartford",2010 - 2023,All,9003,24,5 to 49,"CT, Hartford County",49
673,"CT, New Haven",2010 - 2023,All,9009,16,5 to 49,"CT, New Haven County",49
674,"CT, New London",2010 - 2023,All,9011,5,5 to 49,"CT, New London County",49
675,"CT, Western Connecticut",2010 - 2023,All,9190,5,5 to 49,"CT, NA",49
676,"DE, New Castle",2010 - 2023,All,10003,17,5 to 49,"DE, New Castle County",49
677,"FL, Alachua",2010 - 2023,All,12001,15,5 to 49,"FL, Alachua County",49
678,"FL, Brevard",2010 - 2023,All,12009,19,5 to 49,"FL, Brevard County",49
679,"FL, Charlotte",2010 - 2023,All,12015,6,5 to 49,"FL, Charlotte County",49
680,"FL, Clay",2010 - 2023,All,12019,8,5 to 49,"FL, Clay County",49
681,"FL, Collier",2010 - 2023,All,12021,31,5 to 49,"FL, Collier County",49
682,"FL, Duval",2010 - 2023,All,12031,39,5 to 49,"FL, Duval County",49
683,"FL, Flagler",2010 - 2023,All,12035,7,5 to 49,"FL, Flagler County",49
684,"FL, Hardee",2010 - 2023,All,12049,20,5 to 49,"FL, Hardee County",49
685,"FL, Hendry",2010 - 2023,All,12051,7,5 to 49,"FL, Hendry County",49
686,"FL, Hernando",2010 - 2023,All,12053,6,5 to 49,"FL, Hernando County",49
687,"FL, Indian River",2010 - 2023,All,12061,6,5 to 49,"FL, Indian River County",49
688,"FL, Lake",2010 - 2023,All,12069,6,5 to 49,"FL, Lake County",49
689,"FL, Manatee",2010 - 2023,All,12081,12,5 to 49,"FL, Manatee County",49
690,"FL, Marion",2010 - 2023,All,12083,8,5 to 49,"FL, Marion County",49
691,"FL, Martin",2010 - 2023,All,12085,21,5 to 49,"FL, Martin County",49
692,"FL, Osceola",2010 - 2023,All,12097,40,5 to 49,"FL, Osceola County",49
693,"FL, Pasco",2010 - 2023,All,12101,16,5 to 49,"FL, Pasco County",49
694,"FL, Pinellas",2010 - 2023,All,12103,28,5 to 49,"FL, Pinellas County",49
695,"FL, Polk",2010 - 2023,All,12105,25,5 to 49,"FL, Polk County",49
696,"FL, St Johns",2010 - 2023,All,12109,10,5 to 49,"FL, St. Johns County",49
697,"FL, St Lucie",2010 - 2023,All,12111,32,5 to 49,"FL, St. Lucie County",49
698,"FL, Sarasota",2010 - 2023,All,12115,21,5 to 49,"FL, Sarasota County",49
699,"FL, Seminole",2010 - 2023,All,12117,27,5 to 49,"FL, Seminole County",49
700,"FL, Volusia",2010 - 2023,All,12127,17,5 to 49,"FL, Volusia County",49
701,"GA, Cobb",2010 - 2023,All,13067,12,5 to 49,"GA, Cobb County",49
702,"GA, De Kalb",2010 - 2023,All,13089,12,5 to 49,"GA, DeKalb County",49
703,"GA, Fulton",2010 - 2023,All,13121,34,5 to 49,"GA, Fulton County",49
704,"GA, Gwinnett",2010 - 2023,All,13135,22,5 to 49,"GA, Gwinnett County",49
705,"HI, Kauai",2010 - 2023,All,15007,8,5 to 49,"HI, Kauai County",49
706,"HI, Maui",2010 - 2023,All,15009,18,5 to 49,"HI, Maui County",49
707,"ID, Ada",2010 - 2023,All,16001,12,5 to 49,"ID, Ada County",49
708,"IL, Champaign",2010 - 2023,All,17019,6,5 to 49,"IL, Champaign County",49
709,"IL, Du Page",2010 - 2023,All,17043,34,5 to 49,"IL, DuPage County",49
710,"IL, Kane",2010 - 2023,All,17089,11,5 to 49,"IL, Kane County",49
711,"IL, Kendall",2010 - 2023,All,17093,5,5 to 49,"IL, Kendall County",49
712,"IL, Lake",2010 - 2023,All,17097,26,5 to 49,"IL, Lake County",49
713,"IL, Will",2010 - 2023,All,17197,17,5 to 49,"IL, Will County",49
714,"IN, Hamilton",2010 - 2023,All,18057,10,5 to 49,"IN, Hamilton County",49
715,"IN, Marion",2010 - 2023,All,18097,17,5 to 49,"IN, Marion County",49
716,"IN, St Joseph",2010 - 2023,All,18141,5,5 to 49,"IN, St. Joseph County",49
717,"IN, Tippecanoe",2010 - 2023,All,18157,7,5 to 49,"IN, Tippecanoe County",49
718,"IA, Dallas",2010 - 2023,All,19049,7,5 to 49,"IA, Dallas County",49
719,"IA, Johnson",2010 - 2023,All,19103,6,5 to 49,"IA, Johnson County",49
720,"IA, Linn",2010 - 2023,All,19113,5,5 to 49,"IA, Linn County",49
721,"IA, Polk",2010 - 2023,All,19153,5,5 to 49,"IA, Polk County",49
722,"IA, Sioux",2010 - 2023,All,19167,7,5 to 49,"IA, Sioux County",49
723,"KS, Douglas",2010 - 2023,All,20045,5,5 to 49,"KS, Douglas County",49
724,"KS, Johnson",2010 - 2023,All,20091,13,5 to 49,"KS, Johnson County",49
725,"KS, Sedgwick",2010 - 2023,All,20173,6,5 to 49,"KS, Sedgwick County",49
726,"KY, Jefferson",2010 - 2023,All,21111,15,5 to 49,"KY, Jefferson County",49
727,"LA, Jefferson Parish",2010 - 2023,All,22051,11,5 to 49,"LA, Jefferson Parish",49
728,"LA, Lafayette Parish",2010 - 2023,All,22055,5,5 to 49,"LA, Lafayette Parish",49
729,"LA, Orleans Parish",2010 - 2023,All,22071,18,5 to 49,"LA, Orleans Parish",49
730,"LA, St Tammany Parish",2010 - 2023,All,22103,5,5 to 49,"LA, St. Tammany Parish",49
731,"ME, Cumberland",2010 - 2023,All,23005,9,5 to 49,"ME, Cumberland County",49
732,"MD, Anne Arundel",2010 - 2023,All,24003,18,5 to 49,"MD, Anne Arundel County",49
733,"MD, Baltimore",2010 - 2023,All,24005,21,5 to 49,"MD, Baltimore County",49
734,"MD, Frederick",2010 - 2023,All,24021,7,5 to 49,"MD, Frederick County",49
735,"MD, Howard",2010 - 2023,All,24027,12,5 to 49,"MD, Howard County",49
736,"MD, Montgomery",2010 - 2023,All,24031,40,5 to 49,"MD, Montgomery County",49
737,"MD, Prince Georges",2010 - 2023,All,24033,22,5 to 49,"MD, Prince George's County",49
738,"MD, Baltimore City",2010 - 2023,All,24510,10,5 to 49,"MD, Baltimore City",49
739,"MA, Essex",2010 - 2023,All,25009,25,5 to 49,"MA, Essex County",49
740,"MA, Middlesex",2010 - 2023,All,25017,48,5 to 49,"MA, Middlesex County",49
741,"MA, Norfolk",2010 - 2023,All,25021,19,5 to 49,"MA, Norfolk County",49
742,"MA, Plymouth",2010 - 2023,All,25023,8,5 to 49,"MA, Plymouth County",49
743,"MA, Worcester",2010 - 2023,All,25027,17,5 to 49,"MA, Worcester County",49
744,"MI, Ingham",2010 - 2023,All,26065,6,5 to 49,"MI, Ingham County",49
745,"MI, Kent",2010 - 2023,All,26081,15,5 to 49,"MI, Kent County",49
746,"MI, Livingston",2010 - 2023,All,26093,5,5 to 49,"MI, Livingston County",49
747,"MI, Oakland",2010 - 2023,All,26125,36,5 to 49,"MI, Oakland County",49
748,"MI, Washtenaw",2010 - 2023,All,26161,30,5 to 49,"MI, Washtenaw County",49
749,"MI, Wayne",2010 - 2023,All,26163,20,5 to 49,"MI, Wayne County",49
750,"MN, Anoka",2010 - 2023,All,27003,10,5 to 49,"MN, Anoka County",49
751,"MN, Dakota",2010 - 2023,All,27037,23,5 to 49,"MN, Dakota County",49
752,"MN, Ramsey",2010 - 2023,All,27123,24,5 to 49,"MN, Ramsey County",49
753,"MN, Scott",2010 - 2023,All,27139,6,5 to 49,"MN, Scott County",49
754,"MN, Washington",2010 - 2023,All,27163,14,5 to 49,"MN, Washington County",49
755,"MO, Jackson",2010 - 2023,All,29095,7,5 to 49,"MO, Jackson County",49
756,"MO, St Charles",2010 - 2023,All,29183,5,5 to 49,"MO, St. Charles County",49
757,"MO, St Louis",2010 - 2023,All,29189,17,5 to 49,"MO, St. Louis County",49
758,"MO, St Louis City",2010 - 2023,All,29510,5,5 to 49,"MO, St. Louis, City of",49
759,"MT, Gallatin",2010 - 2023,All,30031,9,5 to 49,"MT, Gallatin County",49
760,"MT, Missoula",2010 - 2023,All,30063,7,5 to 49,"MT, Missoula County",49
761,"NE, Douglas",2010 - 2023,All,31055,8,5 to 49,"NE, Douglas County",49
762,"NE, Lancaster",2010 - 2023,All,31109,7,5 to 49,"NE, Lancaster County",49
763,"NE, Merrick",2010 - 2023,All,31121,7,5 to 49,"NE, Merrick County",49
764,"NV, Clark",2010 - 2023,All,32003,30,5 to 49,"NV, Clark County",49
765,"NV, Washoe",2010 - 2023,All,32031,10,5 to 49,"NV, Washoe County",49
766,"NH, Hillsborough",2010 - 2023,All,33011,11,5 to 49,"NH, Hillsborough County",49
767,"NH, Rockingham",2010 - 2023,All,33015,5,5 to 49,"NH, Rockingham County",49
768,"NJ, Atlantic",2010 - 2023,All,34001,10,5 to 49,"NJ, Atlantic County",49
769,"NJ, Burlington",2010 - 2023,All,34005,9,5 to 49,"NJ, Burlington County",49
770,"NJ, Camden",2010 - 2023,All,34007,13,5 to 49,"NJ, Camden County",49
771,"NJ, Cumberland",2010 - 2023,All,34011,12,5 to 49,"NJ, Cumberland County",49
772,"NJ, Essex",2010 - 2023,All,34013,31,5 to 49,"NJ, Essex County",49
773,"NJ, Gloucester",2010 - 2023,All,34015,5,5 to 49,"NJ, Gloucester County",49
774,"NJ, Hunterdon",2010 - 2023,All,34019,5,5 to 49,"NJ, Hunterdon County",49
775,"NJ, Mercer",2010 - 2023,All,34021,28,5 to 49,"NJ, Mercer County",49
776,"NJ, Monmouth",2010 - 2023,All,34025,31,5 to 49,"NJ, Monmouth County",49
777,"NJ, Morris",2010 - 2023,All,34027,18,5 to 49,"NJ, Morris County",49
778,"NJ, Ocean",2010 - 2023,All,34029,7,5 to 49,"NJ, Ocean County",49
779,"NJ, Passaic",2010 - 2023,All,34031,38,5 to 49,"NJ, Passaic County",49
780,"NJ, Somerset",2010 - 2023,All,34035,27,5 to 49,"NJ, Somerset County",49
781,"NJ, Sussex",2010 - 2023,All,34037,6,5 to 49,"NJ, Sussex County",49
782,"NJ, Union",2010 - 2023,All,34039,39,5 to 49,"NJ, Union County",49
783,"NM, Bernalillo",2010 - 2023,All,35001,12,5 to 49,"NM, Bernalillo County",49
784,"NY, Albany",2010 - 2023,All,36001,9,5 to 49,"NY, Albany County",49
785,"NY, Dutchess",2010 - 2023,All,36027,12,5 to 49,"NY, Dutchess County",49
786,"NY, Erie",2010 - 2023,All,36029,12,5 to 49,"NY, Erie County",49
787,"NY, Monroe",2010 - 2023,All,36055,21,5 to 49,"NY, Monroe County",49
788,"NY, Onondaga",2010 - 2023,All,36067,21,5 to 49,"NY, Onondaga County",49
789,"NY, Orange",2010 - 2023,All,36071,16,5 to 49,"NY, Orange County",49
790,"NY, Richmond",2010 - 2023,All,36085,28,5 to 49,"NY, Richmond County",49
791,"NY, Rockland",2010 - 2023,All,36087,15,5 to 49,"NY, Rockland County",49
792,"NC, Alamance",2010 - 2023,All,37001,5,5 to 49,"NC, Alamance County",49
793,"NC, Buncombe",2010 - 2023,All,37021,10,5 to 49,"NC, Buncombe County",49
794,"NC, Durham",2010 - 2023,All,37063,10,5 to 49,"NC, Durham County",49
795,"NC, Forsyth",2010 - 2023,All,37067,7,5 to 49,"NC, Forsyth County",49
796,"NC, Guilford",2010 - 2023,All,37081,10,5 to 49,"NC, Guilford County",49
797,"NC, Mecklenburg",2010 - 2023,All,37119,16,5 to 49,"NC, Mecklenburg County",49
798,"NC, New Hanover",2010 - 2023,All,37129,5,5 to 49,"NC, New Hanover County",49
799,"NC, Orange",2010 - 2023,All,37135,10,5 to 49,"NC, Orange County",49
800,"NC, Union",2010 - 2023,All,37179,5,5 to 49,"NC, Union County",49
801,"NC, Wake",2010 - 2023,All,37183,28,5 to 49,"NC, Wake County",49
802,"OH, Butler",2010 - 2023,All,39017,5,5 to 49,"OH, Butler County",49
803,"OH, Cuyahoga",2010 - 2023,All,39035,20,5 to 49,"OH, Cuyahoga County",49
804,"OH, Franklin",2010 - 2023,All,39049,20,5 to 49,"OH, Franklin County",49
805,"OH, Hamilton",2010 - 2023,All,39061,10,5 to 49,"OH, Hamilton County",49
806,"OH, Montgomery",2010 - 2023,All,39113,7,5 to 49,"OH, Montgomery County",49
807,"OH, Summit",2010 - 2023,All,39153,6,5 to 49,"OH, Summit County",49
808,"OK, Oklahoma",2010 - 2023,All,40109,5,5 to 49,"OK, Oklahoma County",49
809,"OK, Tulsa",2010 - 2023,All,40143,10,5 to 49,"OK, Tulsa County",49
810,"OR, Deschutes",2010 - 2023,All,41017,6,5 to 49,"OR, Deschutes County",49
811,"OR, Jackson",2010 - 2023,All,41029,5,5 to 49,"OR, Jackson County",49
812,"OR, Marion",2010 - 2023,All,41047,9,5 to 49,"OR, Marion County",49
813,"OR, Multnomah",2010 - 2023,All,41051,22,5 to 49,"OR, Multnomah County",49
814,"OR, Washington",2010 - 2023,All,41067,14,5 to 49,"OR, Washington County",49
815,"PA, Allegheny",2010 - 2023,All,42003,23,5 to 49,"PA, Allegheny County",49
816,"PA, Berks",2010 - 2023,All,42011,9,5 to 49,"PA, Berks County",49
817,"PA, Bucks",2010 - 2023,All,42017,11,5 to 49,"PA, Bucks County",49
818,"PA, Centre",2010 - 2023,All,42027,6,5 to 49,"PA, Centre County",49
819,"PA, Chester",2010 - 2023,All,42029,6,5 to 49,"PA, Chester County",49
820,"PA, Cumberland",2010 - 2023,All,42041,6,5 to 49,"PA, Cumberland County",49
821,"PA, Delaware",2010 - 2023,All,42045,18,5 to 49,"PA, Delaware County",49
822,"PA, Lancaster",2010 - 2023,All,42071,14,5 to 49,"PA, Lancaster County",49
823,"PA, Lehigh",2010 - 2023,All,42077,19,5 to 49,"PA, Lehigh County",49
824,"PA, Montgomery",2010 - 2023,All,42091,30,5 to 49,"PA, Montgomery County",49
825,"PA, Northampton",2010 - 2023,All,42095,10,5 to 49,"PA, Northampton County",49
826,"PA, Philadelphia",2010 - 2023,All,42101,48,5 to 49,"PA, Philadelphia County",49
827,"PA, York",2010 - 2023,All,42133,5,5 to 49,"PA, York County",49
828,"RI, Kent",2010 - 2023,All,44003,6,5 to 49,"RI, Kent County",49
829,"RI, Providence",2010 - 2023,All,44007,38,5 to 49,"RI, Providence County",49
830,"SC, Charleston",2010 - 2023,All,45019,5,5 to 49,"SC, Charleston County",49
831,"SC, Greenville",2010 - 2023,All,45045,7,5 to 49,"SC, Greenville County",49
832,"SC, Lexington",2010 - 2023,All,45063,12,5 to 49,"SC, Lexington County",49
833,"SC, Richland",2010 - 2023,All,45079,13,5 to 49,"SC, Richland County",49
834,"SD, Minnehaha",2010 - 2023,All,46099,8,5 to 49,"SD, Minnehaha County",49
835,"TN, Davidson",2010 - 2023,All,47037,9,5 to 49,"TN, Davidson County",49
836,"TN, Greene",2010 - 2023,All,47059,6,5 to 49,"TN, Greene County",49
837,"TN, Hamilton",2010 - 2023,All,47065,9,5 to 49,"TN, Hamilton County",49
838,"TN, Knox",2010 - 2023,All,47093,7,5 to 49,"TN, Knox County",49
839,"TN, Rutherford",2010 - 2023,All,47149,7,5 to 49,"TN, Rutherford County",49
840,"TN, Shelby",2010 - 2023,All,47157,7,5 to 49,"TN, Shelby County",49
841,"TN, Williamson",2010 - 2023,All,47187,8,5 to 49,"TN, Williamson County",49
842,"TX, Bexar",2010 - 2023,All,48029,29,5 to 49,"TX, Bexar County",49
843,"TX, Brazoria",2010 - 2023,All,48039,7,5 to 49,"TX, Brazoria County",49
844,"TX, Cameron",2010 - 2023,All,48061,47,5 to 49,"TX, Cameron County",49
845,"TX, Collin",2010 - 2023,All,48085,39,5 to 49,"TX, Collin County",49
846,"TX, Denton",2010 - 2023,All,48121,20,5 to 49,"TX, Denton County",49
847,"TX, El Paso",2010 - 2023,All,48141,8,5 to 49,"TX, El Paso County",49
848,"TX, Fort Bend",2010 - 2023,All,48157,27,5 to 49,"TX, Fort Bend County",49
849,"TX, Galveston",2010 - 2023,All,48167,6,5 to 49,"TX, Galveston County",49
850,"TX, Hays",2010 - 2023,All,48209,5,5 to 49,"TX, Hays County",49
851,"TX, Hidalgo",2010 - 2023,All,48215,43,5 to 49,"TX, Hidalgo County",49
852,"TX, Maverick",2010 - 2023,All,48323,8,5 to 49,"TX, Maverick County",49
853,"TX, Montgomery",2010 - 2023,All,48339,13,5 to 49,"TX, Montgomery County",49
854,"TX, Nueces",2010 - 2023,All,48355,5,5 to 49,"TX, Nueces County",49
855,"TX, Tarrant",2010 - 2023,All,48439,34,5 to 49,"TX, Tarrant County",49
856,"TX, Travis",2010 - 2023,All,48453,49,5 to 49,"TX, Travis County",49
857,"TX, Webb",2010 - 2023,All,48479,16,5 to 49,"TX, Webb County",49
858,"TX, Williamson",2010 - 2023,All,48491,12,5 to 49,"TX, Williamson County",49
859,"UT, Davis",2010 - 2023,All,49011,6,5 to 49,"UT, Davis County",49
860,"UT, Salt Lake",2010 - 2023,All,49035,30,5 to 49,"UT, Salt Lake County",49
861,"UT, Utah",2010 - 2023,All,49049,5,5 to 49,"UT, Utah County",49
862,"VT, Chittenden",2010 - 2023,All,50007,13,5 to 49,"VT, Chittenden County",49
863,"VA, Albemarle",2010 - 2023,All,51003,5,5 to 49,"VA, Albemarle County",49
864,"VA, Arlington",2010 - 2023,All,51013,20,5 to 49,"VA, Arlington County",49
865,"VA, Loudoun",2010 - 2023,All,51107,37,5 to 49,"VA, Loudoun County",49
866,"VA, Prince William",2010 - 2023,All,51153,14,5 to 49,"VA, Prince William County",49
867,"VA, Alexandria City",2010 - 2023,All,51510,8,5 to 49,"VA, Alexandria, City of",49
868,"VA, Virginia Beach City",2010 - 2023,All,51810,6,5 to 49,"VA, Virginia Beach, City of",49
869,"WA, Clark",2010 - 2023,All,53011,8,5 to 49,"WA, Clark County",49
870,"WA, Kitsap",2010 - 2023,All,53035,6,5 to 49,"WA, Kitsap County",49
871,"WA, Pierce",2010 - 2023,All,53053,21,5 to 49,"WA, Pierce County",49
872,"WA, Skagit",2010 - 2023,All,53057,5,5 to 49,"WA, Skagit County",49
873,"WA, Snohomish",2010 - 2023,All,53061,23,5 to 49,"WA, Snohomish County",49
874,"WA, Spokane",2010 - 2023,All,53063,6,5 to 49,"WA, Spokane County",49
875,"WA, Thurston",2010 - 2023,All,53067,6,5 to 49,"WA, Thurston County",49
876,"WA, Yakima",2010 - 2023,All,53077,7,5 to 49,"WA, Yakima County",49
877,"WI, Dane",2010 - 2023,All,55025,39,5 to 49,"WI, Dane County",49
878,"WI, Milwaukee",2010 - 2023,All,55079,20,5 to 49,"WI, Milwaukee County",49
