FullGeoName,Year,Travel status,County,Count,Legend,Notes
"TX, Bell",2013,Travel associated,48027,1 to 4,1 to 4,"TX, Bell County"
"TX, Collin",2013,Travel associated,48085,1 to 4,1 to 4,"TX, Collin County"
"TX, Denton",2013,Travel associated,48121,1 to 4,1 to 4,"TX, Denton County"
"TX, El Paso",2013,Travel associated,48141,1 to 4,1 to 4,"TX, El Paso County"
"TX, Fort Bend",2013,Travel associated,48157,1 to 4,1 to 4,"TX, Fort Bend County"
"TX, Galveston",2013,Travel associated,48167,1 to 4,1 to 4,"TX, Galveston County"
"TX, Hunt",2013,Travel associated,48231,1 to 4,1 to 4,"TX, Hunt County"
"TX, Montgomery",2013,Travel associated,48339,1 to 4,1 to 4,"TX, Montgomery County"
"TX, Nueces",2013,Travel associated,48355,1 to 4,1 to 4,"TX, Nueces County"
"TX, Scurry",2013,Travel associated,48415,1 to 4,1 to 4,"TX, Scurry County"
"TX, Travis",2013,Travel associated,48453,1 to 4,1 to 4,"TX, Travis County"
"TX, Val Verde",2013,Travel associated,48465,1 to 4,1 to 4,"TX, Val Verde County"
"TX, Wichita",2013,Travel associated,48485,1 to 4,1 to 4,"TX, Wichita County"
"TX, Wilbarger",2013,Travel associated,48487,1 to 4,1 to 4,"TX, Wilbarger County"
"TX, Williamson",2013,Travel associated,48491,1 to 4,1 to 4,"TX, Williamson County"
"VT, Lamoille",2013,Travel associated,50015,1 to 4,1 to 4,"VT, Lamoille County"
"VA, Arlington",2013,Travel associated,51013,1 to 4,1 to 4,"VA, Arlington County"
"VA, Chesterfield",2013,Travel associated,51041,1 to 4,1 to 4,"VA, Chesterfield County"
"VA, Loudoun",2013,Travel associated,51107,1 to 4,1 to 4,"VA, Loudoun County"
"VA, Orange",2013,Travel associated,51137,1 to 4,1 to 4,"VA, Orange County"
"VA, Prince William",2013,Travel associated,51153,1 to 4,1 to 4,"VA, Prince William County"
"VA, Warren",2013,Travel associated,51187,1 to 4,1 to 4,"VA, Warren County"
"VA, Charlottesville City",2013,Travel associated,51540,1 to 4,1 to 4,"VA, Charlottesville, City of"
"VA, Manassas City",2013,Travel associated,51683,1 to 4,1 to 4,"VA, Manassas, City of"
"VA, Newport News City",2013,Travel associated,51700,1 to 4,1 to 4,"VA, Newport News, City of"
"VA, Richmond City",2013,Travel associated,51760,1 to 4,1 to 4,"VA, Richmond, City of"
"VA, Virginia Beach City",2013,Travel associated,51810,1 to 4,1 to 4,"VA, Virginia Beach, City of"
"VA, Winchester City",2013,Travel associated,51840,1 to 4,1 to 4,"VA, Winchester, City of"
"WA, Snohomish",2013,Travel associated,53061,1 to 4,1 to 4,"WA, Snohomish County"
"WA, Yakima",2013,Travel associated,53077,1 to 4,1 to 4,"WA, Yakima County"
"WV, Kanawha",2013,Travel associated,54039,1 to 4,1 to 4,"WV, Kanawha County"
"WV, Monongalia",2013,Travel associated,54061,1 to 4,1 to 4,"WV, Monongalia County"
"WI, Brown",2013,Travel associated,55009,1 to 4,1 to 4,"WI, Brown County"
"WI, Dane",2013,Travel associated,55025,1 to 4,1 to 4,"WI, Dane County"
"WI, Door",2013,Travel associated,55029,1 to 4,1 to 4,"WI, Door County"
"WI, Milwaukee",2013,Travel associated,55079,1 to 4,1 to 4,"WI, Milwaukee County"
"WI, Outagamie",2013,Travel associated,55087,1 to 4,1 to 4,"WI, Outagamie County"
"WI, Richland",2013,Travel associated,55103,1 to 4,1 to 4,"WI, Richland County"
"WI, Walworth",2013,Travel associated,55127,1 to 4,1 to 4,"WI, Walworth County"
"WY, Laramie",2013,Travel associated,56021,1 to 4,1 to 4,"WY, Laramie County"
,2013,Travel associated,70999,1 to 4,1 to 4,"NY, Unk"
